"geoid","AFFH.pov_idx","AFFH.lbr_idx","AFFH.haz_idx","AFFH.tcost_idx","AFFH.trans_idx","HUD.School.Index","ACS.total.housing.units","ACS.vacant.housing.units","ACS.rental.vacancy.rate","ACS.rented.units","ACS.rented.less.500","ACS.rented.500.999","ACS.rented.1000.1499","ACS.rented.1500.1999","ACS.rented.2000.2499","ACS.rented.2500.2999","ACS.rented.3000.more","ACS.multi.family.units","ACS.3.bedrooms","ACS.4.bedrooms","ACS.5.bedrooms","COI.ALLCOMPLEV","COI.ALLCOMPLEV.NUM","Region"
25005653101,65,54,89,84,17,46,2832,219,"5.1",898,254,373,208,63,0,0,0,758,1424,195,48,"Very High",1,"REGION 9"
25005653102,88,12,92,77,0,27,1426,35,"0",79,0,18,61,0,0,0,0,107,953,258,42,"Low",0.25,"REGION 9"
25005653203,79,75,47,86,42,52,1980,67,"0",417,27,71,180,13,68,0,58,392,941,205,126,"Very High",1,"REGION 9"
25005653204,75,72,NA,79,24,46,1189,19,"0",191,9,61,54,31,36,0,0,140,700,129,63,"High",0.75,"REGION 9"
25005653301,76,77,95,88,41,61,2464,131,"0",606,190,209,196,11,0,0,0,536,1010,343,143,"Very High",1,"REGION 9"
25005653304,86,73,NA,71,0,61,1711,419,"6.6",132,33,19,69,11,0,0,0,71,674,466,256,"High",0.75,"REGION 9"
25005654100,94,57,92,82,26,59,2597,58,"0",149,0,75,74,0,0,0,0,124,1592,351,25,"High",0.75,"REGION 9"
25005654200,76,48,87,86,35,59,1416,48,"0",300,96,177,27,0,0,0,0,382,540,230,9,"Low",0.25,"REGION 9"
25005655100,80,77,93,80,16,70,1659,79,"0",235,20,123,74,7,11,0,0,131,782,308,58,"Very High",1,"REGION 9"
25005655200,33,55,84,93,53,61,2108,126,"0",754,236,295,181,42,0,0,0,828,711,144,92,"Moderate",0.5,"REGION 9"
25005655300,55,48,87,91,41,68,1477,54,"0",465,87,306,56,16,0,0,0,668,469,255,102,"Very High",1,"REGION 9"
25005655400,83,60,95,83,32,68,2203,501,"9.5",228,8,40,134,38,0,0,8,84,939,258,0,"Moderate",0.5,"REGION 9"
25005985500,80,47,NA,77,0,27,505,54,"0",47,0,18,29,0,0,0,0,34,309,45,3,"Low",0.25,"REGION 9"
25005985600,96,89,71,76,23,61,1209,35,"0",189,0,41,91,17,40,0,0,135,383,457,77,"Very High",1,"REGION 9"
25005990000,NA,NA,NA,NA,NA,NA,0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"REGION 9"
25007200100,36,81,96,70,0,99,3035,1698,"0",377,52,66,134,65,60,0,0,278,1048,706,274,NA,NA,"REGION 4"
25007200200,66,81,96,66,0,78,4567,2855,"1.9",269,45,31,56,109,28,0,0,317,1838,736,450,NA,NA,"REGION 4"
25007200300,72,64,98,59,0,83,5279,3843,"14.7",175,13,0,35,112,0,15,0,194,1924,1304,501,NA,NA,"REGION 4"
25007200400,59,88,98,51,0,98,4565,3043,"0.4",195,42,23,48,52,27,0,3,38,1736,993,505,NA,NA,"REGION 4"
25007990000,NA,NA,NA,NA,NA,NA,0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
25009201100,92,88,78,84,83,81,1756,117,"1.7",560,82,129,260,76,13,0,0,524,593,206,103,"High",0.75,"REGION 2"
25009202101,97,98,NA,84,88,71,805,35,"6.9",150,0,33,70,47,0,0,0,205,210,235,68,"High",0.75,"REGION 2"
25009202102,71,89,NA,87,91,71,2509,85,"3.8",843,115,188,263,220,47,0,10,1138,1040,140,78,"High",0.75,"REGION 2"
25009202200,91,94,67,88,88,71,2296,13,"0",243,0,93,70,80,0,0,0,385,947,653,283,"Very High",1,"REGION 2"
25009203100,85,93,68,76,81,66,2565,129,"0",121,13,21,53,19,0,15,0,161,1196,857,241,"Very High",1,"REGION 2"
25009203200,81,94,76,82,85,66,1958,136,"0",263,6,93,77,39,9,30,9,368,600,615,276,"High",0.75,"REGION 2"
25009203301,72,97,NA,87,90,66,2004,122,"3.5",631,57,99,250,128,13,51,33,767,610,360,99,"High",0.75,"REGION 2"
25009203302,83,95,NA,86,88,66,2246,249,"0",537,43,102,179,165,0,18,30,731,660,506,121,"High",0.75,"REGION 2"
25009204101,58,78,61,91,93,21,1926,114,"1",904,93,215,525,47,17,7,0,1230,587,143,90,"Very Low",0,"REGION 2"
25009204102,88,67,65,88,88,16,1978,108,"3.3",631,31,217,259,60,20,44,0,844,600,171,20,"Low",0.25,"REGION 2"
25009204200,11,51,47,95,94,21,2548,133,"0",1645,311,412,699,199,24,0,0,2115,542,128,184,"Very Low",0,"REGION 2"
25009204300,26,38,56,96,95,22,1837,154,"0.8",1242,233,427,483,78,0,21,0,1729,390,96,28,"Very Low",0,"REGION 2"
25009204400,74,76,68,93,93,16,1776,135,"0",626,47,109,382,88,0,0,0,1291,326,149,88,"Low",0.25,"REGION 2"
25009204500,81,94,58,94,93,25,1779,203,"1.7",978,103,192,386,182,100,15,0,1459,276,83,27,"Low",0.25,"REGION 2"
25009204600,70,75,66,89,88,25,2380,136,"0",919,154,231,457,36,41,0,0,1502,726,264,106,"Low",0.25,"REGION 2"
25009204701,30,34,69,89,87,28,2741,186,"10.1",1214,249,281,463,103,118,0,0,1604,560,200,34,"Low",0.25,"REGION 2"
25009204702,47,42,59,88,88,30,2341,108,"0",1053,260,173,573,47,0,0,0,1069,707,267,39,"Low",0.25,"REGION 2"
25009205100,82,79,53,87,91,31,2017,224,"17.1",407,45,86,195,29,52,0,0,684,971,299,18,"Low",0.25,"REGION 6"
25009205200,64,51,31,91,92,41,2033,56,"0",809,195,101,361,152,0,0,0,1110,900,183,0,"Very Low",0,"REGION 6"
25009205300,77,61,60,82,85,42,1621,31,"0",206,0,16,169,6,15,0,0,200,790,230,59,"Low",0.25,"REGION 6"
25009205400,98,85,66,71,75,33,1836,42,"0",175,27,0,25,76,47,0,0,167,936,373,57,"Low",0.25,"REGION 2"
25009205500,40,36,48,90,92,19,1641,116,"2",714,123,216,213,118,44,0,0,1046,733,169,53,"Very Low",0,"REGION 6"
25009205600,11,23,64,90,90,27,1515,0,"0",863,199,393,160,77,34,0,0,526,536,128,0,"Very Low",0,"REGION 6"
25009205700,46,68,58,84,90,33,1703,77,"6.7",367,12,44,235,76,0,0,0,634,832,246,56,"Very Low",0,"REGION 6"
25009205800,12,27,52,91,92,20,1122,77,"1.2",592,50,123,386,23,10,0,0,749,330,167,0,"Very Low",0,"REGION 6"
25009205900,27,51,56,91,94,17,1474,166,"3.3",534,0,153,287,56,38,0,0,838,486,175,106,"Very Low",0,"REGION 6"
25009206000,11,30,40,95,96,12,1120,80,"0",771,100,260,373,33,0,5,0,869,349,46,38,"Very Low",0,"REGION 6"
25009206100,13,12,43,96,96,7,1429,67,"1.3",1071,203,417,338,113,0,0,0,1297,251,57,57,"Very Low",0,"REGION 6"
25009206200,14,12,37,94,95,15,1718,126,"3.1",1223,145,324,614,136,4,0,0,1479,534,90,61,"Very Low",0,"REGION 6"
25009206300,31,25,48,91,93,31,1292,51,"3.4",654,97,119,422,16,0,0,0,807,459,146,17,"Very Low",0,"REGION 6"
25009206400,32,41,43,91,94,31,1889,86,"2.2",718,8,130,400,167,13,0,0,987,811,190,127,"Very Low",0,"REGION 6"
25009206500,11,29,48,93,95,33,1104,109,"2.4",631,68,94,386,64,19,0,0,766,418,90,32,"Very Low",0,"REGION 6"
25009206600,47,38,42,94,95,23,2025,232,"7.6",1110,266,224,456,125,39,0,0,1412,528,189,46,"Very Low",0,"REGION 6"
25009206700,10,48,33,95,95,23,1940,124,"1.3",1269,254,602,189,191,33,0,0,1704,356,156,82,"Very Low",0,"REGION 6"
25009206800,6,22,34,97,95,18,1552,137,"7.9",1170,507,354,241,30,38,0,0,1413,148,89,23,"Very Low",0,"REGION 6"
25009206900,22,46,55,97,96,15,2331,191,"3.8",1804,512,607,527,135,0,0,23,2233,291,32,0,"Very Low",0,"REGION 6"
25009207000,6,20,52,95,92,8,1038,51,"4.2",859,383,193,200,45,38,0,0,901,171,26,8,"Very Low",0,"REGION 6"
25009207100,18,16,33,94,95,12,1092,81,"4.2",701,59,278,253,111,0,0,0,885,407,93,25,"Very Low",0,"REGION 6"
25009207200,6,26,55,93,93,12,1060,21,"0",728,284,173,271,0,0,0,0,893,313,39,6,"Very Low",0,"REGION 6"
25009208101,89,56,58,85,87,47,2002,129,"12.3",377,0,200,135,42,0,0,0,522,890,312,61,"Low",0.25,"REGION 2"
25009208102,66,62,64,84,83,50,1286,57,"4.1",206,72,35,93,6,0,0,0,350,565,240,78,"Low",0.25,"REGION 2"
25009208200,78,63,58,89,85,49,2313,204,"10.6",412,223,21,104,47,0,17,0,694,949,283,107,"Low",0.25,"REGION 2"
25009208300,68,55,63,83,75,55,2859,150,"0",585,213,72,219,16,65,0,0,495,1132,742,35,"Moderate",0.5,"REGION 2"
25009208400,99,72,66,84,76,36,2297,109,"0",437,0,19,80,179,88,71,0,522,755,522,58,"High",0.75,"REGION 2"
25009209100,97,85,60,83,66,98,2631,186,"6.8",507,68,59,119,133,45,83,0,495,898,834,156,"Very High",1,"REGION 2"
25009209200,95,91,71,70,70,99,2061,130,"0",139,0,26,73,0,32,8,0,212,709,835,191,"High",0.75,"REGION 2"
25009210100,70,65,67,73,78,51,2526,83,"0",113,61,7,0,45,0,0,0,22,1291,635,191,"Moderate",0.5,"REGION 2"
25009210200,80,85,64,78,79,51,1996,10,"0",25,0,0,12,13,0,0,0,50,915,485,38,"High",0.75,"REGION 2"
25009210300,84,76,58,89,83,67,4859,506,"7",1950,104,18,411,737,593,36,51,3176,910,361,27,"Moderate",0.5,"REGION 2"
25009210400,88,78,55,89,83,43,3016,0,"0",1029,63,165,692,109,0,0,0,1194,1018,412,117,"Moderate",0.5,"REGION 2"
25009210500,84,79,64,80,80,54,2505,148,"0",183,0,12,93,16,62,0,0,320,1370,360,71,"Moderate",0.5,"REGION 2"
25009210600,80,57,62,86,82,50,1789,50,"0",716,86,198,337,86,9,0,0,755,702,247,25,"Moderate",0.5,"REGION 2"
25009210700,57,51,52,93,93,43,1828,67,"0",1087,76,431,428,133,19,0,0,1315,614,122,63,"Low",0.25,"REGION 2"
25009210800,58,73,43,94,94,43,2382,80,"0",1748,426,625,588,109,0,0,0,2002,421,78,59,"Low",0.25,"REGION 2"
25009210900,70,74,55,87,88,43,1789,94,"0",613,203,43,242,101,24,0,0,699,588,247,15,"Low",0.25,"REGION 2"
25009211100,73,77,56,89,80,63,1616,73,"5.2",535,51,165,198,92,29,0,0,601,516,279,83,"Moderate",0.5,"REGION 2"
25009211200,84,89,51,88,83,52,2819,141,"0",977,110,207,564,50,46,0,0,1649,786,249,149,"Moderate",0.5,"REGION 2"
25009211300,94,77,52,76,68,52,2521,60,"0",384,0,45,152,92,95,0,0,400,1221,560,236,"Moderate",0.5,"REGION 2"
25009211401,53,68,NA,85,65,62,1552,131,"1.9",779,37,22,177,418,106,19,0,851,350,210,54,"High",0.75,"REGION 2"
25009211402,86,80,46,83,67,73,2480,189,"10.7",383,44,150,106,54,14,0,15,641,1010,442,70,"High",0.75,"REGION 2"
25009212100,87,35,69,73,67,71,2744,111,"4.9",368,66,14,56,96,85,9,42,493,1097,606,198,"Moderate",0.5,"REGION 2"
25009213100,98,89,75,59,59,84,2732,19,"0",35,0,23,0,0,0,12,0,80,738,1402,433,"High",0.75,"REGION 6"
25009214100,74,94,70,73,57,70,2320,38,"5.5",159,99,13,12,0,35,0,0,257,882,842,129,"Very High",1,"REGION 2"
25009215101,94,97,NA,76,64,61,1746,101,"0",339,0,130,177,25,0,7,0,330,579,574,162,"Very High",1,"REGION 2"
25009215102,98,92,NA,74,64,68,1238,155,"0",182,38,0,94,37,13,0,0,70,509,266,19,"Very High",1,"REGION 2"
25009216100,87,87,73,72,52,68,1457,85,"0",140,35,43,43,13,0,6,0,207,368,413,184,"Very High",1,"REGION 2"
25009217100,69,63,61,84,74,50,3174,112,"4.1",1121,119,128,602,245,13,14,0,1224,1059,610,89,"Moderate",0.5,"REGION 2"
25009217201,65,78,66,87,82,31,1831,71,"3.6",607,182,65,246,106,8,0,0,670,673,260,45,"Moderate",0.5,"REGION 2"
25009217202,94,85,66,85,85,31,1503,47,"3.1",254,12,55,156,23,8,0,0,267,737,191,19,"Moderate",0.5,"REGION 2"
25009217300,38,57,57,89,89,53,2019,154,"2.4",917,203,313,195,138,32,36,0,1118,841,186,0,"Moderate",0.5,"REGION 2"
25009217400,59,85,59,94,94,53,2948,215,"5.3",1720,148,674,758,76,64,0,0,2293,433,126,75,"Low",0.25,"REGION 2"
25009217500,57,89,52,91,92,53,2796,113,"4.4",1059,200,246,375,181,57,0,0,1401,1160,327,151,"Moderate",0.5,"REGION 2"
25009217600,91,87,75,82,79,64,2718,164,"0",531,108,135,220,18,15,0,35,575,867,712,342,"High",0.75,"REGION 2"
25009218100,76,93,86,76,69,97,2300,237,"0",606,47,145,160,101,66,33,54,575,675,465,357,"Very High",1,"REGION 2"
25009220101,86,76,NA,80,77,52,2636,787,"0",543,65,222,169,70,17,0,0,785,617,440,141,"Moderate",0.5,"REGION 2"
25009220102,83,86,46,80,77,52,1567,134,"0",411,82,118,67,109,15,20,0,453,551,224,79,"High",0.75,"REGION 2"
25009221100,72,81,88,73,65,41,2093,259,"2.1",344,95,91,99,59,0,0,0,302,846,268,211,"Low",0.25,"REGION 2"
25009221300,73,76,88,79,76,37,2435,441,"0",544,0,174,204,130,10,0,26,804,754,395,209,"Moderate",0.5,"REGION 2"
25009221400,58,43,73,87,91,37,1445,86,"6.5",635,92,329,174,21,19,0,0,1006,480,30,35,"Low",0.25,"REGION 2"
25009221500,24,49,59,93,93,37,1609,239,"3.7",1023,264,376,346,37,0,0,0,1404,345,67,24,"Low",0.25,"REGION 2"
25009221600,34,34,72,87,90,9,1058,76,"0",466,111,154,157,17,21,6,0,667,411,92,48,"Very Low",0,"REGION 2"
25009221700,66,50,74,88,91,37,1307,234,"11.9",465,77,158,196,23,11,0,0,795,272,120,65,"Low",0.25,"REGION 2"
25009221800,94,75,83,72,82,11,713,72,"0",61,0,9,36,5,5,0,6,72,330,140,47,"Low",0.25,"REGION 2"
25009221901,78,60,NA,77,76,61,1590,166,"8.5",431,0,240,91,55,34,11,0,424,631,211,80,"Low",0.25,"REGION 2"
25009221902,46,59,NA,78,73,61,1897,271,"0",426,43,86,261,8,28,0,0,525,651,333,91,"Low",0.25,"REGION 2"
25009222100,88,84,86,75,54,87,1627,202,"5.1",361,15,79,219,14,34,0,0,454,455,394,123,"Moderate",0.5,"REGION 2"
25009223100,70,86,86,71,43,53,1906,187,"0",489,105,128,107,71,78,0,0,453,868,255,60,"High",0.75,"REGION 2"
25009223200,69,75,79,85,87,53,1705,98,"5.7",555,105,226,196,18,0,10,0,783,468,193,70,"High",0.75,"REGION 2"
25009223300,98,93,77,70,61,70,2305,96,"11.4",346,0,40,193,101,12,0,0,564,935,411,122,"High",0.75,"REGION 2"
25009250100,8,12,20,96,92,28,1455,87,"5",1352,536,348,287,141,40,0,0,1455,115,0,62,"Very Low",0,"REGION 2"
25009250200,27,30,52,91,93,11,1927,182,"2.2",947,29,393,397,128,0,0,0,1343,1013,176,46,"Very Low",0,"REGION 2"
25009250300,9,12,43,91,93,12,689,38,"5.1",516,9,225,212,70,0,0,0,555,284,79,31,"Very Low",0,"REGION 2"
25009250400,2,14,44,96,96,24,1357,49,"4.3",1102,443,221,386,52,0,0,0,1183,462,80,8,"Very Low",0,"REGION 2"
25009250500,6,9,41,94,96,24,1143,23,"0",827,23,366,389,49,0,0,0,814,702,94,20,"Very Low",0,"REGION 2"
25009250600,18,35,40,91,95,27,1806,200,"5.3",1022,46,241,624,93,18,0,0,1381,849,222,63,"Very Low",0,"REGION 2"
25009250700,16,16,35,93,95,28,1617,137,"5.6",1114,97,288,674,35,20,0,0,1231,710,244,47,"Very Low",0,"REGION 2"
25009250800,39,15,47,91,94,28,2473,92,"4.1",1479,46,378,909,88,58,0,0,1830,776,153,23,"Very Low",0,"REGION 2"
25009250900,4,18,36,97,97,28,810,36,"0.7",674,233,254,172,15,0,0,0,758,267,83,1,"Very Low",0,"REGION 2"
25009251000,16,7,38,94,93,28,539,7,"1.6",430,69,206,128,23,4,0,0,444,175,70,22,"Very Low",0,"REGION 2"
25009251100,1,4,31,97,96,28,1302,19,"0",1151,588,335,200,19,9,0,0,1182,233,42,8,"Very Low",0,"REGION 2"
25009251200,11,13,26,96,95,28,621,18,"3.1",561,167,171,209,14,0,0,0,588,146,23,10,"Very Low",0,"REGION 2"
25009251300,5,8,39,94,95,18,1238,112,"6.5",955,273,382,300,0,0,0,0,1053,469,108,8,"Very Low",0,"REGION 2"
25009251400,12,12,56,92,94,16,1600,66,"4",1056,134,348,493,81,0,0,0,1143,820,118,11,"Very Low",0,"REGION 2"
25009251500,24,22,49,92,93,23,2336,124,"3.6",1820,331,576,852,61,0,0,0,1748,625,285,34,"Very Low",0,"REGION 2"
25009251600,7,24,32,93,94,22,2164,250,"3.3",1425,123,306,941,47,8,0,0,1676,925,207,26,"Very Low",0,"REGION 2"
25009251700,21,29,45,91,92,24,1971,109,"4.6",1282,93,353,508,315,13,0,0,1383,866,121,0,"Very Low",0,"REGION 2"
25009251800,33,61,53,86,89,23,3017,22,"0",1078,88,278,687,25,0,0,0,1300,1626,79,50,"Very Low",0,"REGION 2"
25009252101,65,67,62,85,87,24,1511,62,"7.8",533,99,183,207,27,17,0,0,626,574,183,8,"Very Low",0,"REGION 2"
25009252102,85,69,70,74,65,32,1507,49,"0",91,11,41,39,0,0,0,0,121,769,453,14,"Low",0.25,"REGION 2"
25009252201,82,68,62,78,78,32,1250,49,"0",353,117,76,140,10,10,0,0,301,508,216,59,"Low",0.25,"REGION 2"
25009252202,96,77,72,77,66,32,1108,55,"0",43,9,0,28,0,0,6,0,28,523,307,67,"Low",0.25,"REGION 2"
25009252300,51,56,54,90,91,26,2836,182,"4.4",1353,249,476,628,0,0,0,0,1832,1008,114,86,"Low",0.25,"REGION 2"
25009252400,34,30,43,91,93,21,1385,72,"0",844,110,277,385,72,0,0,0,930,538,113,33,"Very Low",0,"REGION 2"
25009252501,68,78,54,86,91,17,1454,63,"2",436,0,62,274,83,0,17,0,562,714,247,107,"Low",0.25,"REGION 2"
25009252502,74,62,60,80,84,26,1769,102,"15.6",229,9,74,118,28,0,0,0,349,906,315,63,"Moderate",0.5,"REGION 2"
25009252601,51,61,47,83,87,38,2797,58,"0",506,113,83,231,79,0,0,0,758,1191,430,57,"Low",0.25,"REGION 2"
25009252602,71,78,65,83,77,27,1497,59,"0",299,0,31,127,123,18,0,0,348,554,382,66,"Moderate",0.5,"REGION 2"
25009252603,89,88,67,75,78,26,1116,28,"0",202,0,67,83,24,28,0,0,250,623,139,37,"Moderate",0.5,"REGION 2"
25009253100,71,69,49,89,91,62,2557,151,"0",909,132,199,330,195,53,0,0,1401,760,394,106,"High",0.75,"REGION 2"
25009253201,66,75,55,84,80,62,1252,71,"6.2",425,30,178,149,40,28,0,0,541,481,130,36,"High",0.75,"REGION 2"
25009253202,79,74,61,86,88,62,2649,204,"4.1",1119,219,68,389,401,42,0,0,1638,813,162,49,"High",0.75,"REGION 2"
25009253203,98,97,69,78,69,49,1608,74,"0",149,9,18,34,35,0,0,53,247,430,696,195,"Very High",1,"REGION 2"
25009253204,91,95,72,74,68,49,1914,36,"0",127,0,12,0,77,25,0,13,207,506,1026,110,"High",0.75,"REGION 2"
25009253205,83,96,77,59,64,49,1386,0,"0",75,0,22,0,0,16,37,0,22,218,968,116,"Moderate",0.5,"REGION 2"
25009254100,84,95,56,86,84,92,2777,241,"21.4",534,137,139,146,74,31,0,7,1240,804,547,161,"Low",0.25,"REGION 2"
25009254200,62,92,55,87,87,71,1987,129,"0",788,250,167,195,122,43,11,0,854,513,399,103,"Very High",1,"REGION 2"
25009254301,99,95,68,71,66,82,1305,28,"0",59,0,0,9,23,0,0,27,69,310,664,211,"High",0.75,"REGION 2"
25009254302,92,99,72,63,67,71,1684,79,"0",30,0,0,23,0,7,0,0,195,548,731,161,"Very High",1,"REGION 2"
25009254401,99,98,61,71,75,91,1198,72,"0",243,14,0,51,67,69,33,9,238,365,522,85,"High",0.75,"REGION 2"
25009254402,94,88,70,82,76,77,2491,0,"0",443,0,16,237,121,35,0,34,442,620,1389,105,"Very Low",0,"REGION 2"
25009254403,64,96,67,73,76,91,1355,74,"0",83,0,30,18,0,23,12,0,138,393,628,198,"High",0.75,"REGION 2"
25009260100,17,12,28,95,94,17,2513,183,"3.5",1757,213,793,577,116,58,0,0,2336,385,151,136,"Very Low",0,"REGION 2"
25009260200,21,18,35,94,93,17,1647,59,"2.6",1195,153,443,491,94,14,0,0,1340,257,125,93,"Very Low",0,"REGION 2"
25009260301,61,67,63,81,81,50,1801,106,"19.1",411,88,64,238,21,0,0,0,588,853,182,50,"Low",0.25,"REGION 2"
25009260302,79,85,65,80,56,19,1189,106,"0",125,49,43,17,16,0,0,0,126,690,185,39,"Moderate",0.5,"REGION 2"
25009260401,91,63,63,85,84,19,1615,32,"0",238,0,94,144,0,0,0,0,570,614,212,41,"Low",0.25,"REGION 2"
25009260402,94,91,68,75,76,17,2549,114,"0",270,0,128,96,0,0,46,0,449,1022,389,155,"Moderate",0.5,"REGION 2"
25009260500,77,74,48,77,80,19,1435,44,"0",320,38,26,212,0,44,0,0,404,577,357,118,"Low",0.25,"REGION 2"
25009260600,33,62,45,88,88,18,1360,124,"0",760,0,134,432,194,0,0,0,873,398,167,29,"Very Low",0,"REGION 2"
25009260700,53,66,47,84,88,18,1788,0,"0",647,12,308,269,49,9,0,0,778,784,100,84,"Low",0.25,"REGION 2"
25009260800,25,20,44,91,94,17,1999,326,"8.9",1164,19,468,574,77,26,0,0,1656,563,261,67,"Very Low",0,"REGION 2"
25009260900,50,41,45,87,89,17,2144,283,"8.4",624,219,201,164,17,23,0,0,1058,839,177,40,"Very Low",0,"REGION 2"
25009261000,54,66,54,88,90,39,1716,216,"6",611,65,73,368,90,15,0,0,921,666,113,61,"Low",0.25,"REGION 2"
25009261101,71,92,68,81,84,50,1708,67,"0",139,10,21,42,27,0,39,0,163,834,430,67,"Low",0.25,"REGION 2"
25009261102,64,83,56,84,84,17,2082,105,"4.3",700,147,159,310,64,20,0,0,783,552,182,27,"Low",0.25,"REGION 2"
25009262100,91,85,63,75,74,42,2582,54,"0",368,0,143,116,109,0,0,0,433,1235,438,122,"High",0.75,"REGION 2"
25009263100,76,85,78,66,56,92,1607,89,"5.3",86,27,16,0,21,0,0,22,102,661,562,87,"Moderate",0.5,"REGION 2"
25009264100,94,85,73,73,68,62,2496,111,"12.5",341,64,59,144,74,0,0,0,448,763,743,162,"Moderate",0.5,"REGION 2"
25009265101,97,86,76,76,70,77,1507,59,"0",252,64,68,110,10,0,0,0,316,561,370,41,"High",0.75,"REGION 2"
25009265102,90,90,67,71,61,77,1724,57,"0",236,0,28,57,123,19,9,0,232,681,480,14,"High",0.75,"REGION 2"
25009266100,87,87,69,79,74,76,1741,89,"4.9",280,0,123,125,26,6,0,0,332,777,244,51,"Moderate",0.5,"REGION 2"
25009266200,80,79,70,84,86,68,2488,257,"15",634,50,300,259,25,0,0,0,1145,783,278,32,"Moderate",0.5,"REGION 2"
25009266300,65,71,52,85,83,58,1793,176,"5.5",520,147,101,77,155,9,31,0,876,540,174,51,"Low",0.25,"REGION 2"
25009266400,80,73,58,84,85,58,1555,0,"0",574,9,286,185,70,16,0,8,651,617,152,28,"Moderate",0.5,"REGION 2"
25009267101,55,70,79,78,71,28,2664,1054,"8.7",619,122,190,251,30,26,0,0,1308,931,325,87,"Very Low",0,"REGION 2"
25009267102,79,57,69,71,50,28,1869,33,"0",256,0,92,82,47,0,35,0,225,834,323,150,"Low",0.25,"REGION 2"
25009268100,93,94,73,61,68,57,864,25,"0",13,0,0,0,6,7,0,0,0,388,327,75,"High",0.75,"REGION 2"
25009268200,71,75,60,80,81,57,2729,171,"0",527,12,105,249,148,13,0,0,843,980,456,161,"Moderate",0.5,"REGION 2"
25009268300,53,90,50,89,90,57,2257,142,"0",845,165,238,222,183,37,0,0,1134,499,163,203,"Moderate",0.5,"REGION 2"
25009268400,66,86,73,87,91,57,2240,197,"0",596,65,207,216,33,29,46,0,921,743,335,190,"Moderate",0.5,"REGION 2"
25009269100,80,90,76,71,47,79,2985,292,"0",483,72,86,117,130,46,32,0,254,1297,528,151,"Moderate",0.5,"REGION 2"
25009270100,62,74,71,71,42,66,2246,27,"0",359,100,73,30,126,15,15,0,385,924,517,88,"High",0.75,"REGION 2"
25009990100,NA,NA,NA,NA,NA,85,0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"Low",0.25,"REGION 2"
25011040100,51,59,97,59,16,21,2613,726,"9.3",305,22,155,117,2,2,7,0,294,908,389,117,"Low",0.25,"REGION 5"
25011040200,79,82,88,55,0,67,1941,131,"4.7",235,47,81,96,11,0,0,0,181,877,404,62,"Moderate",0.5,"REGION 5"
25011040300,85,81,88,60,0,24,1388,154,"7.5",248,47,133,33,28,0,0,7,258,622,186,113,"Moderate",0.5,"REGION 5"
25011040400,57,55,90,61,0,48,1686,208,"1.2",228,35,109,75,9,0,0,0,199,645,271,38,"Low",0.25,"REGION 5"
25011040501,46,17,NA,69,48,33,1862,127,"0",660,154,384,86,36,0,0,0,658,681,183,136,"Very Low",0,"REGION 5"
25011040502,48,21,46,70,37,33,1783,270,"5.1",292,100,165,18,9,0,0,0,249,643,204,28,"Low",0.25,"REGION 5"
25011040600,69,92,89,55,0,43,2187,164,"3.9",220,2,81,86,42,9,0,0,140,980,446,134,"Very High",1,"REGION 5"
25011040701,17,19,58,82,61,18,1945,176,"4.8",932,117,553,230,22,10,0,0,1053,723,141,108,"Low",0.25,"REGION 5"
25011040702,56,79,79,65,29,18,1949,150,"10.3",337,119,149,58,11,0,0,0,444,863,278,15,"Low",0.25,"REGION 5"
25011040800,73,93,82,72,36,65,2226,107,"4.7",935,24,210,585,62,33,21,0,903,715,339,73,"Very High",1,"REGION 5"
25011040900,84,93,84,63,28,63,2202,186,"7.6",453,42,174,178,15,28,16,0,558,892,420,191,"Very High",1,"REGION 5"
25011041000,44,57,80,66,19,51,1400,7,"0",263,74,111,61,0,17,0,0,246,523,227,10,"Moderate",0.5,"REGION 5"
25011041100,58,79,57,70,36,53,1758,135,"10.2",353,69,169,54,61,0,0,0,461,702,199,173,"High",0.75,"REGION 5"
25011041200,33,65,19,73,54,53,1437,139,"13.3",327,24,168,94,41,0,0,0,425,643,172,25,"Low",0.25,"REGION 5"
25011041300,31,60,12,88,70,53,2557,218,"1.9",1530,305,883,331,11,0,0,0,1809,509,151,147,"Moderate",0.5,"REGION 5"
25011041400,29,25,39,80,46,53,1123,45,"4.3",721,258,174,277,12,0,0,0,757,340,74,0,"Moderate",0.5,"REGION 5"
25011041501,75,92,NA,60,0,56,1741,299,"5.2",189,4,106,62,17,0,0,0,179,708,362,102,"Very High",1,"REGION 5"
25011041502,65,74,46,69,33,45,1848,202,"2.5",477,22,342,99,14,0,0,0,527,559,377,135,"Moderate",0.5,"REGION 5"
25013800101,8,24,NA,83,55,14,1650,167,"1.7",746,181,215,350,0,0,0,0,831,566,204,62,"Very Low",0,"REGION 5"
25013800102,4,13,NA,88,71,14,1771,226,"4.7",1193,186,689,285,33,0,0,0,1361,475,189,69,"Very Low",0,"REGION 5"
25013800201,34,23,19,84,67,30,2630,79,"7.5",949,184,496,250,19,0,0,0,862,1342,223,26,"Very Low",0,"REGION 5"
25013800202,75,47,36,72,40,0,574,19,"0",106,5,56,36,9,0,0,0,87,218,40,4,"Very Low",0,"REGION 5"
